name,address,place_in_rating,average_rating,curl
Koda Bar,"пр-кт Энгельса, 124А, Санкт-Петербург 198218 Россия",0.6796407185628742,"5,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d12010299-Reviews-Koda_Bar-St_Petersburg_Northwestern_District.html
Таверна,"Кемская, 1ж, Санкт-Петербург 197110 Россия",0.69375,"4,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6119893-Reviews-Tavern-St_Petersburg_Northwestern_District.html
Blinders Bottle shop,"Набережная Канала Грибоедова, 26, Санкт-Петербург 191186 Россия",0.0,"4,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d15364580-Reviews-Blinders_Bottle_shop-St_Petersburg_Northwestern_District.html
Формула Кино,"Лиговский проспект, 30, Санкт-Петербург 191040 Россия",0.7311669128508124,"3,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8346499-Reviews-Formula_Kino-St_Petersburg_Northwestern_District.html
Тара Бруч,"ул. Торжковская, 6, Санкт-Петербург 197342 Россия",0.7326440177252584,"4,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d11488061-Reviews-Tara_Brooch-St_Petersburg_Northwestern_District.html
Талер,"Конюшенная, 29, Пушкин, Санкт-Петербург 196601 Россия",0.875,"4,0 ",https://www.tripadvisor.ru/Restaurant_Review-g811323-d6117714-Reviews-Taler-Pushkin_Pushkinsky_District_St_Petersburg_Northwestern_District.html
Авто-Ретро,"Афонская, 1 корп. 2, Санкт-Петербург 197341 Россия",0.8670605612998523,"4,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8344429-Reviews-Auto_Retro-St_Petersburg_Northwestern_District.html
Джуси Смок,"Луначарского проспект, 15 корп. 1, Санкт-Петербург 194354 Россия",0.8714918759231906,"3,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8346942-Reviews-Juicy_Smoke-St_Petersburg_Northwestern_District.html
КроликБар,"Академика Лебедева, 15, Санкт-Петербург 195009 Россия",0.9010339734121122,"3,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6119116-Reviews-Krolikbar-St_Petersburg_Northwestern_District.html
Долинск,"ул. Пулковская, д. 2, корп. 1, Санкт-Петербург 196158 Россия",0.9010339734121122,"3,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d3759242-Reviews-Dolinsk-St_Petersburg_Northwestern_District.html
Синдерелла,"Невский проспект, 74, Санкт-Петербург 191025 Россия",0.880354505169867,"3,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8345773-Reviews-Cinderella-St_Petersburg_Northwestern_District.html
Очаг,"Репищева, 14г, Санкт-Петербург 197349 Россия",0.8788774002954209,"4,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8348365-Reviews-Ochag-St_Petersburg_Northwestern_District.html
Максбирхаус,"Балканская площадь, 5 корп. 3, Санкт-Петербург 192281 Россия",0.9010339734121122,"3,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8347930-Reviews-Maxbeerhouse-St_Petersburg_Northwestern_District.html
"Ресторан Пивоварня ""202""","Приморское шоссе, 202, Сестрорецк, Санкт-Петербург 197706 Россия",1.0,"3,0 ",https://www.tripadvisor.ru/Restaurant_Review-g2345793-d8819800-Reviews-Restaurant_Brewery_202-Sestroretsk_Kurortny_District_St_Petersburg_Northwestern_.html
Blackberry,"Коломяжский проспект, 17 к1, Санкт-Петербург 197341 Россия",0.930576070901034,"3,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6117981-Reviews-Blackberry-St_Petersburg_Northwestern_District.html
Beermingham,"Выборгское шоссе, 15, ТЦ Авеню, 2 этаж, Санкт-Петербург 194355 Россия",0.909375,"3,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6940859-Reviews-Beermingham-St_Petersburg_Northwestern_District.html
Клуб-бар Fever,"Кадетская линия , д. 19, Санкт-Петербург Россия",0.9231905465288035,"3,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d3759721-Reviews-Club_Bar_Fever-St_Petersburg_Northwestern_District.html
1000 И 1,"Культуры проспект, д. 29, корп. 1, Санкт-Петербург 195276 Россия",0.9350073855243722,"2,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8441225-Reviews-1000_I_1-St_Petersburg_Northwestern_District.html
Пивной Бар Канн,"Новочеркасский пр-т, 34, Санкт-Петербург 195112 Россия",0.9359375,"2,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d7695426-Reviews-Pivnoi_Bar_Kann-St_Petersburg_Northwestern_District.html
БуратиноБар,"наб. Pеки Мойки, 67, Санкт-Петербург 191186 Россия",0.0,"2,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d12086475-Reviews-BuratinoBar-St_Petersburg_Northwestern_District.html
Гризли Бар,"Невский проспект, 96, Санкт-Петербург 191025 Россия",0.9170731707317074,"4,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d4308114-Reviews-Grizzly_Bar-St_Petersburg_Northwestern_District.html
Гриль Репаблик,"Тепловозная, 34, Санкт-Петербург 192177 Россия",0.9243902439024391,"2,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d7695371-Reviews-Grill_Republic-St_Petersburg_Northwestern_District.html
Msmbar,"Пискаревский пр., 1, Санкт-Петербург 195027 Россия",0.0,"2,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d18343531-Reviews-Msmbar-St_Petersburg_Northwestern_District.html
Жабар,"Комиссара Смирнова, 5/7, Санкт-Петербург 195009 Россия",0.9542097488921714,"2,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8351598-Reviews-Zhabar-St_Petersburg_Northwestern_District.html
У Портоса,"Тихорецкий проспект, 15 к1, Санкт-Петербург 194064 Россия",0.9527326440177253,"2,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6120018-Reviews-U_Portosa-St_Petersburg_Northwestern_District.html
Бар Явка Шпионки,"Набережная Канала Грибоедова, 28/1, Санкт-Петербург 191186 Россия",0.0,"4,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d14780611-Reviews-Yavka_Shpionki_Bar-St_Petersburg_Northwestern_District.html
Пим,"Туристская, 30 корп. 1, Санкт-Петербург 197082 Россия",0.9586410635155096,"1,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8348696-Reviews-Pim-St_Petersburg_Northwestern_District.html
The DogWalk Bar & CatWalk Stage,"ул.Гражданская улица 13-15 Бертгольд Центр, Санкт-Петербург 190031 Россия",0.0,"3,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d14643466-Reviews-The_DogWalk_Bar_CatWalk_Stage-St_Petersburg_Northwestern_District.html
Classico Bar & Cafe,"ул. Типанова , 18, Санкт-Петербург 196135 Россия",1.0,"5,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d7997809-Reviews-Classico_Bar_Cafe-St_Petersburg_Northwestern_District.html
Руки Вверх бар,"Набережная канала Грибоедова, д. 28, Санкт-Петербург 191011 Россия",1.0,"3,5 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d4497140-Reviews-Ruki_Vverh_Bar-St_Petersburg_Northwestern_District.html
Шале,"Лизы Чайкиной, 18, Санкт-Петербург 197198 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6120244-Reviews-Chalet-St_Petersburg_Northwestern_District.html
Паб-Гавань,"Приморский проспект, 137 к1, Санкт-Петербург 197374 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6119455-Reviews-Pub_Gavan-St_Petersburg_Northwestern_District.html
Pablo Hookahbar,"ул.Савушкина 121/2, Санкт-Петербург 197374 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d14184129-Reviews-Pablo_Hookahbar-St_Petersburg_Northwestern_District.html
Black Books Bar,"ул. Рубенштейна, 29/28, Санкт-Петербург 191002 Россия",0.9929577464788732,"5,0 ",https://www.tripadvisor.ru/Restaurant_Review-g298507-d13875688-Reviews-Black_Books_Bar-St_Petersburg_Northwestern_District.html
БарРжу,"Лиговский проспект, 51, Санкт-Петербург 191040 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6118553-Reviews-BarRzhu-St_Petersburg_Northwestern_District.html
Рино,"Королёва проспект, 63 корп. 2, Санкт-Петербург 197350 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8349283-Reviews-Rino-St_Petersburg_Northwestern_District.html
Рифа,"Трефолева, 11, Санкт-Петербург 198095 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8349235-Reviews-Rifa-St_Petersburg_Northwestern_District.html
Политработник,"Гжатская, 22 корп. 4, Санкт-Петербург 195220 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8348989-Reviews-Politrabotnik-St_Petersburg_Northwestern_District.html
Пивариус,"Авиаконструкторов проспект, 49, Санкт-Петербург 197373 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8348746-Reviews-Pivarius-St_Petersburg_Northwestern_District.html
Носорог,"Ломоносова, 1, Санкт-Петербург 191011 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8348304-Reviews-Nosorog-St_Petersburg_Northwestern_District.html
Красная Собака,"Маяковского, 36-38, Санкт-Петербург 191014 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8347406-Reviews-Krasnaya_Sobaka-St_Petersburg_Northwestern_District.html
К'Ок,"Типанова, 8, Санкт-Петербург 196135 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8347332-Reviews-K_Ok-St_Petersburg_Northwestern_District.html
Инсомния,"Полтавская, 8, Санкт-Петербург 191024 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8347232-Reviews-Insomnia-St_Petersburg_Northwestern_District.html
Город,"Королёва проспект, 61, Санкт-Петербург 197350 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8346670-Reviews-Gorod-St_Petersburg_Northwestern_District.html
Фирма Канопус,"Восстания, 12, Санкт-Петербург 191014 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8346460-Reviews-Firma_Kanopus-St_Petersburg_Northwestern_District.html
Эври Дей,"Авиаконструкторов проспект, 2 корп. 1, Санкт-Петербург 197373 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8346360-Reviews-Every_Day-St_Petersburg_Northwestern_District.html
Европейский,"Лиговский проспект, 137, Санкт-Петербург 191119 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8346355-Reviews-Europeiskiy-St_Petersburg_Northwestern_District.html
Атами,"Гжатская, 22 корп. 3, Санкт-Петербург 195220 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8344503-Reviews-Atami-St_Petersburg_Northwestern_District.html
Ария,"Красноармейская 7-я, 28-30, Санкт-Петербург 190005 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8344352-Reviews-Ariya-St_Petersburg_Northwestern_District.html
Галерея Экспериментального Звука 21,"Лиговский пр., д. 53, флигель Б, Санкт-Петербург Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d3766422-Reviews-Galereya_Experimentalnogo_Zvuka_21-St_Petersburg_Northwestern_District.html
Алекс,"Большой проспект В.О., 83, Санкт-Петербург 199106 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8344194-Reviews-Aleks-St_Petersburg_Northwestern_District.html
ОСТРОВ HOOKAH BAR,"Фурштатская, 33, Санкт-Петербург 191123 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15647555-Reviews-Ostrov_Hookah_Bar-St_Petersburg_Northwestern_District.html
ИДИКОМНЕ,"ул. Казанская, 7 В, Санкт-Петербург 191186 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d10501102-Reviews-IDIKOMNE-St_Petersburg_Northwestern_District.html
Bar Come On,"Новгородский проспект, 10 Шушары, Санкт-Петербург 196626 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15121453-Reviews-Bar_Come_On-St_Petersburg_Northwestern_District.html
День и Ночь,"Купчинская, 32 к1, Санкт-Петербург 192283 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6118736-Reviews-Day_Night-St_Petersburg_Northwestern_District.html
Eclectic Bar,"Радищева, 38/20, Санкт-Петербург 191123 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d14918270-Reviews-Eclectic_Bar-St_Petersburg_Northwestern_District.html
Лагуна,"Комсомольская 2-я, 27 к2а, Санкт-Петербург 198264 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6119157-Reviews-Laguna-St_Petersburg_Northwestern_District.html
Cheesy RoxY,"ул. Колокольная, 3, Санкт-Петербург 191025 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d12497421-Reviews-Cheesy_RoxY-St_Petersburg_Northwestern_District.html
Абсент бар,"Октябрьская, 4 лит. А, Колпино, Санкт-Петербург 196655 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g2393864-d8344128-Reviews-Absent-Kolpino_Kolpinsky_District_St_Petersburg_Northwestern_District.html
Шашлык-Машлык,"Танкистов, 28 лит. А, Колпино, Санкт-Петербург 196650 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g2393864-d8349643-Reviews-Shashlyk_Mashlyk-Kolpino_Kolpinsky_District_St_Petersburg_Northwestern_District.html
Заимка,"Малиновская, 11, Пушкин, Санкт-Петербург 196602 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g811323-d8351464-Reviews-Zaimka-Pushkin_Pushkinsky_District_St_Petersburg_Northwestern_District.html
Терем,"Ленина проспект, 41 корп. 2, Колпино, Санкт-Петербург 196650 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g2393864-d8350591-Reviews-Terem-Kolpino_Kolpinsky_District_St_Petersburg_Northwestern_District.html
Coverdale,"Набережная канала Грибоедова, 36, Санкт-Петербург 191023 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6117940-Reviews-Coverdale-St_Petersburg_Northwestern_District.html
Darmagi Cocktail Bar,"Каменноостровский проспект, 44-42, Санкт-Петербург 191036 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d18718981-Reviews-Darmagi_Cocktail_Bar-St_Petersburg_Northwestern_District.html
Якобы бар,"Авиаконструкторов пр-кт., дом 32, корпус 2, Санкт-Петербург Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d3757234-Reviews-Yakoby_Bar-St_Petersburg_Northwestern_District.html
Ibiza,"Приморское шоссе, 1а, Сестрорецк, Санкт-Петербург 197739 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g2345793-d6117729-Reviews-Ibiza-Sestroretsk_Kurortny_District_St_Petersburg_Northwestern_District.html
Lounge P.S. Bar,"Невский пр-т, 81, Санкт-Петербург 191040 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d20360469-Reviews-Lounge_P_S_Bar-St_Petersburg_Northwestern_District.html
Bar Comeback,"Разъезжая, 34, Санкт-Петербург 191119 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15231501-Reviews-Bar_Comeback-St_Petersburg_Northwestern_District.html
Ноу Рутс Бар,"Правды, 17, Санкт-Петербург 191119 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15010700-Reviews-No_Roots_Bar-St_Petersburg_Northwestern_District.html
Mishka Shop&Bar,"Каштановая аллея, 3, Санкт-Петербург 192284 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15010491-Reviews-Mishka_Shop_Bar-St_Petersburg_Northwestern_District.html
Валета,"Опочинина ул., д. 27, Санкт-Петербург Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d3759712-Reviews-Valeta-St_Petersburg_Northwestern_District.html
QUINTA. Porto & Cocktails,"ул. Жуковского, д. 1, Санкт-Петербург Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d13003260-Reviews-QUINTA_Porto_Cocktails-St_Petersburg_Northwestern_District.html
Цифровой бар D3C0D3 | DECODE,"Большой пр. В.О., 22, Санкт-Петербург 199034 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d10122314-Reviews-Digital_Bar_D3C0D3_DECODE-St_Petersburg_Northwestern_District.html
Hand Werpen Pub,"Ждановская наб., 7, Санкт-Петербург Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d10841690-Reviews-Hand_Werpen_Pub-St_Petersburg_Northwestern_District.html
AMA Lounge Bar,"Можайская, 31 Цокольный этаж, вход в арке, Санкт-Петербург 190013 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15339747-Reviews-AMA_Lounge_Bar-St_Petersburg_Northwestern_District.html
Бар Повторить?,"ул. Радищева, 38, Санкт-Петербург Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d11045487-Reviews-Bar_Povtorit-St_Petersburg_Northwestern_District.html
Чик'с Бар,"Садовая, 42, Санкт-Петербург 190031 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8345721-Reviews-Chik_s_Bar-St_Petersburg_Northwestern_District.html
Палата №6,"Чехова, 17, Санкт-Петербург 191014 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d20175806-Reviews-Ward_No_6-St_Petersburg_Northwestern_District.html
На Волне,"Красноармейская 6-я, 9/11, Санкт-Петербург 190005 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8348214-Reviews-Na_Volne-St_Petersburg_Northwestern_District.html
Holy Hop,"Новоколомяжский проспект, 11, Санкт-Петербург 197375 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d18716377-Reviews-Holy_Hop-St_Petersburg_Northwestern_District.html
Hoptimist Bar,"Невский Проспект 103, Санкт-Петербург 191036 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d14179043-Reviews-Hoptimist_Bar-St_Petersburg_Northwestern_District.html
То Место,"Красноармейская 7-я, 3Б, Санкт-Петербург 190005 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8350694-Reviews-To_Mesto-St_Petersburg_Northwestern_District.html
Бирлога,"Некрасова, 25, Санкт-Петербург 191014 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d7695282-Reviews-Beerloga-St_Petersburg_Northwestern_District.html
BarStudio 1/28,"ул. Ломоносова 1/28, Санкт-Петербург 191011 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d14945550-Reviews-BarStudio_1_28-St_Petersburg_Northwestern_District.html
Кости бар,"Ковенский пер., 22-24, Санкт-Петербург 191014 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d11850386-Reviews-Kosti_Bar-St_Petersburg_Northwestern_District.html
Животоff,"Королёва проспект, 61, Санкт-Петербург 197350 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8351688-Reviews-Zhivotoff-St_Petersburg_Northwestern_District.html
Brewmen Taproom,"набережная реки Мойки, 56, Санкт-Петербург 190000 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d19629299-Reviews-Brewmen_Taproom-St_Petersburg_Northwestern_District.html
Талисман,"Тимуровская, 26 корп. 1 лит. А, Санкт-Петербург 195297 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8350501-Reviews-Talisman-St_Petersburg_Northwestern_District.html
Всевсад,"Восстания, 37-39, Санкт-Петербург 191014 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8351300-Reviews-Vsevsad-St_Petersburg_Northwestern_District.html
Встреча,"Авиаконструкторов проспект, 32 корп. 2, Санкт-Петербург 197373 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8351310-Reviews-Vstrecha-St_Petersburg_Northwestern_District.html
Сансет Лаунж,"Большой проспект П.С., 41 лит. Б, Санкт-Петербург 197198 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8350336-Reviews-Sunset_Lounge-St_Petersburg_Northwestern_District.html
Шейкер,"Каменноостровский проспект, 47, Санкт-Петербург 197022 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8349551-Reviews-Shaker-St_Petersburg_Northwestern_District.html
Руспина,"Седова, 20, Санкт-Петербург 192148 Россия",0.0,0,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8349338-Reviews-Ruspina-St_Petersburg_Northwestern_District.html
